,ID,Chemical,Disease
1935,1687392,C534628,D002375
1936,19719056,D002351,D004487
1937,19719056,D002351,D010146
1938,15266362,D004280,D004802
1939,15266362,D004280,D004342
1940,15266362,D004280,D009205
1941,14648024,D014212,D004893
1942,14648024,D014212,D005334
1943,11827497,D006493,D054556
1944,11827497,D006493,D013921
1945,11827497,D006493,D001157
1946,11827497,D006493,D011655
1947,8841157,C081489,D004487
1948,8841157,D017311,D004487
1949,8045270,D012110,D002375
1950,8045270,C061282,D002375
1951,8045270,D006220,D002375
1952,2576810,D016666,D006948
1953,2576810,D008729,D006948
1954,2576810,D009627,D006948
1955,2576810,D000661,D006948
1956,20635749,D000638,D003128
1957,20635749,D000638,D009230
1958,20635749,D000638,D007037
1959,20394767,D010433,D012021
1960,20394767,D015016,D012021
1961,20394767,C015068,D012021
1962,19203554,D012460,D005334
1963,19203554,D012460,D005923
1964,19203554,D012460,D010996
1965,17049862,D010672,D001919
1966,16225977,C012052,D013981
1967,12852481,D001241,D065630
1968,12852481,D001241,D000014
1969,12852481,D001241,D006345
1970,11858397,D008787,D016171
1971,11858397,D004917,D016171
1972,11858397,D020117,D016171
1973,11009181,D007980,D004409
1974,8988571,D003042,D012206
1975,8988571,D003042,D003645
1976,8988571,D003042,D003693
1977,6615052,D006493,D013923
1978,6615052,D006493,D013921
1979,6615052,D006493,D006470
1980,3952818,D005472,D002637
1981,3952818,D005472,D000788
1982,3084782,D006046,D003872
1983,3084782,D008625,D009393
1984,3084782,D008625,D003872
1985,430165,D010672,D062787
1986,430165,D010672,D002526
1987,430165,D010672,D010291
1988,16600756,D015237,D053201
1989,16600756,D015232,D053201
1990,15686794,D000638,D017116
1991,12760988,D013390,D010149
1992,12760988,D013390,D063806
1993,12691807,D007980,D004421
1994,12600698,D013307,D015837
1995,12091028,D007649,D006212
1996,11860495,D012601,D000647
1997,11752998,D002211,D006930
1998,10354657,D008094,D007037
1999,10328196,D020123,D019559
2000,9630698,D006220,D009127
2001,8480959,D008148,D009135
2002,7197363,D011814,D009069
2003,7197363,D001058,D001523
2004,7161250,D006220,D010302
2005,7053705,D013866,D006504
2006,6402369,D007069,D001745
2007,3973521,C027278,D007022
2008,3973521,C027278,D008133
2009,3461217,D043343,D011471
2010,3461217,D008770,D011471
2011,2840807,D009074,D004421
2012,2840807,D000324,D004421
2013,2569282,D015760,D009127
2014,2343592,C044650,D012640
2015,2055425,D013311,D003920
2016,1711760,D010656,D006973
2017,1595783,D000638,D011014
2018,1595783,D000638,D004342
2019,804391,D012293,D011507
2020,28952,D002752,D007008
2021,19893084,D005839,D058186
2022,18513945,D010121,D007022
2023,18483878,D003520,D003556
2024,17923537,D005446,D009798
2025,15096016,D007980,D004409
2026,12734532,D010665,D009203
2027,12013711,D018967,D010468
2028,11861791,D004317,D006333
2029,11302406,D015725,D016171
2030,11058428,D008775,D009135
2031,11022397,D012601,D008569
2032,10692744,D000086,D005862
2033,10565806,C076029,D001714
2034,9061311,D000082,D017114
2035,8617710,D006220,D003072
2036,8494478,D002939,D058186
2037,8475949,D010419,D016171
2038,7710775,D008315,D002545
2039,7650771,D004456,D018908
2040,7565311,D016190,D058186
2041,7421734,D004967,D016889
2042,6732043,D000728,D020181
2043,6454943,D011692,D011507
2044,6153967,D004737,D012640
2045,3183120,C033706,D001927
2046,3120485,D003975,D000647
2047,2886572,D004837,D006973
2048,1079693,D006886,D012164
2049,803783,D010121,D014869
2050,8701013,D015738,D003693
2051,439781,D007213,D007022
2052,22836123,D016572,D057049
2053,22836123,D000305,D012595
2054,22836123,D016559,D012595
2055,23433219,D008694,D011605
2056,23433219,D008694,D001714
2057,23433219,D008694,D000987
2058,23535177,D007980,D004409
2059,23666265,D003520,D003556
2060,23666265,D003520,D010146
2061,23666265,D003520,D004487
2062,23846525,C055162,D056486
2063,23864035,D003907,D010523
2064,23864035,C400082,D010523
2065,23871786,C006780,D001008
2066,23872883,D007545,D066126
2067,23892921,D003907,D010523
2068,23892921,D003907,D001855
2069,23892921,D003907,D020246
2070,23892921,C467567,D001855
2071,23892921,C467567,D010523
2072,23892921,C467567,D020246
2073,23949582,D007069,D003556
2074,23949582,D007069,D006470
2075,23952588,D007980,D004409
2076,24040781,C107135,D000686
2077,24040781,C107135,D011507
2078,24067251,C418563,D058186
2079,24067251,C418563,D005198
2080,24068571,D013874,D011183
2081,24068571,D013874,D003693
2082,24072398,D008694,D003866
2083,24088636,C098010,D009901
2084,24088636,C098010,C531767
2085,24091473,C476513,D002318
2086,24100055,D006493,D013921
2087,24100257,C089750,D003329
2088,24100257,C089750,D054549
2089,24114426,D018817,D020920
2090,24114426,D018817,D010554
2091,24114426,D018817,D003866
2092,24126708,D007980,D006212
2093,24126708,D007980,D004409
2094,24132704,D003976,D006949
2095,24158386,D008775,D009503
2096,24158386,C056507,D013921
2097,24158386,D008775,D013921
2098,24158386,C056507,D009503
2099,24190587,D018817,D003866
2100,24209900,D007069,D012640
2101,24209900,D007069,D013226
2102,24220752,D003287,D007674
2103,24220752,C051890,D007674
2104,24234943,C086816,D007177
2105,24234943,C086816,D001008
2106,24234943,C086816,D007010
2107,24234943,C086816,D003221
2108,24234943,C086816,D009325
2109,24275640,D004317,D066126
2110,24275640,D004317,D009336
2111,24283660,D016559,D012640
2112,24284476,D012601,D000647
2113,24309294,D009020,D000647
2114,24333387,D013311,D007249
2115,24333387,D013311,D008569
2116,24341598,D003287,D058186
2117,24345882,D008727,D003072
2118,24345882,D008727,D056784
2119,24434397,D014148,D004830
2120,24438483,D002045,D006323
2121,24438483,D002045,D066126
2122,24451297,C065180,D015746
2123,24451297,C065180,D056486
2124,24451297,C065180,D000855
2125,24451297,C065180,D009325
2126,24459006,D015725,D000380
2127,24459006,D015725,D013921
2128,24464946,D015251,D066126
2129,24464946,D015251,D006333
2130,24535067,D005045,D009207
2131,24554916,D010758,D006505
2132,24554916,D010758,D002779
2133,24554916,D010758,D017114
2134,24571687,D020927,D001919
2135,24571687,D020927,D019462
2136,24582773,C069541,D011595
2137,24587916,D003907,D006973
2138,24587916,D003907,D015431
2139,24588023,D014148,D012640
2140,24595967,D018817,D012893
2141,24595967,D018817,D008569
2142,24614773,D014635,D003072
2143,24614773,D014635,D003221
2144,24614773,D014635,D006212
2145,24618873,D008614,D002524
2146,24618873,D008614,D009325
2147,24618873,C002752,D012640
2148,24618873,D008614,D004401
2149,24618873,D008614,D014839
2150,24618873,D008614,D007022
2151,24641119,D007654,D003875
2152,24653743,C042288,D016171
2153,24653743,C042288,D016757
2154,24658375,D014212,D009220
2155,24659727,D003520,D009503
2156,24659727,D008130,D009503
2157,24664478,C104457,D010523
2158,24665854,D014635,D003244
2159,24665854,D014635,D022124
2160,24671324,D003907,D019115
2161,24671324,C400082,D019115
2162,24675088,D004317,D005355
2163,24675088,D004317,D009202
2164,24675088,D004317,D018487
2165,24684312,D002211,D006930
2166,24691439,D003907,D005901
2167,24691439,D003907,D009410
2168,24691439,D003907,D009798
2169,24709919,D009020,D006930
2170,24717468,D015742,D001919
2171,24717468,D020927,D007022
2172,24717468,D020927,D001919
2173,24717468,D015742,D007022
2174,24727461,D004317,D006331
2175,24729111,D000638,D007037
2176,24729111,D000638,D001919
2177,24729111,D000638,D007035
2178,24729111,D000638,D012131
2179,24729111,D000638,D003128
2180,24733133,D006493,D013921
2181,24733133,D006493,D011655
2182,24733133,D006493,D020246
2183,24739405,D001058,D012559
2184,24739405,D000661,D012559
2185,24739405,D006220,D002375
2186,24739405,D006220,D012559
2187,24742750,D015283,D016171
2188,24742750,D016593,D016171
2189,24753331,C106487,D005317
2190,24753331,C083440,D005317
2191,24753331,C083440,D064793
2192,24753331,C083440,D020964
2193,24753331,C106487,D020964
2194,24753331,C106487,D064793
2195,24753331,C083440,D006345
2196,24753331,C106487,D006345
2197,24778426,D002945,D058186
2198,24802403,D010433,D008569
2199,24802403,D010433,D007859
2200,24802403,D010433,D003072
2201,24802403,D010433,D012640
2202,24812279,D004317,D006333
2203,24816962,D008795,D001927
2204,24840785,D000157,D011041
2205,24840785,D000157,D066126
2206,24840785,D000157,D001145
2207,24842192,D007545,D009203
2208,24842192,D007545,D018487
2209,24881749,D013747,D009459
2210,24881749,D063325,D009459
2211,24894748,D008790,D001919
2212,24894748,C041359,D001919
2213,24897009,D004977,D011115
2214,24897009,D004977,D014786
2215,24897009,D004977,D009901
2216,24897009,D004977,D010292
2217,24902786,D013311,D008569
2218,24902786,D005485,D008569
2219,24902786,C067431,D008569
2220,24902786,D013629,D008569
2221,24911645,D010862,D012640
2222,24911645,D010862,D013226
2223,24923469,D014031,D058186
2224,24923469,D014640,D058186
2225,24923469,D005839,D058186
2226,24927617,C486464,D012206
2227,24927617,D019821,D012206
2228,24927617,D019821,D009135
2229,24928523,D003907,D010523
2230,24928523,D013792,D010523
2231,24928523,C400082,D009503
2232,24928523,D013792,D013921
2233,24928523,C400082,D013921
2234,24928523,D013792,D009503
2235,24928523,C400082,D010523
2236,24928523,D003907,D013921
2237,24928523,D003907,D009503
2238,24971338,D016572,D007674
2239,24971338,D020123,D011507
2240,24975837,D002945,D007683
2241,24975837,D002945,D058186
2242,24975837,D002945,D015431
2243,24999722,D005446,D009798
2244,24999722,D005446,D002386
2245,25006369,D013390,D005207
2246,25006369,D013390,D063806
2247,25006961,D008094,D011141
2248,25006961,D008094,D018500
2249,25031906,D017311,D004408
2250,25041770,D017291,D012206
2251,25041770,D019821,D012206
2252,25054547,C049430,D001049
2253,25054547,D013390,D001049
2254,25054547,C049430,C537417
2255,25054547,D013390,C537417
2256,25071004,C039726,D000743
2257,25080425,D007545,D017202
2258,25080425,D007545,D020257
2259,25084821,C069541,D009503
2260,25084821,C069541,D007970
2261,25084821,C069541,D005334
2262,25096313,D013256,D010292
2263,25119790,C030272,D011507
2264,25119790,C030272,D009336
2265,25119790,C030272,D007674
2266,25907210,D003976,D008175
2267,25951420,D052638,D010300
2268,25951420,D010126,D010300
2269,25986755,D002110,D007674
2270,25986755,D002110,D005355
2271,25986755,D002110,D005317
2272,26002693,C031763,D010677
2273,26033014,C051786,D008224
2274,26033014,C051786,D008113
2275,26115410,D001152,D009369
2276,44072,D002725,D001145
2277,44072,C024986,D001145
2278,44072,D000157,D001145
2279,44072,D004837,D001145
2280,44072,D010042,D001145
2281,753803,D008696,D009136
2282,753803,D014810,D009136
2283,920167,D014859,D006470
2284,920167,D014859,D008171
2285,920167,D014859,D002543
2286,920167,D014859,D002806
2287,1451544,D017275,D006261
2288,1451544,D017275,D004244
2289,1451544,D017275,D005483
2290,2782734,D000420,D014202
2291,2983630,D002110,D014202
2292,2983630,D002110,D009325
2293,2983630,D002110,D001008
2294,3711722,D004317,D006333
2295,3711722,D003035,D009202
2296,6728873,D002110,D012640
2297,7248895,D003520,D006417
2298,7248895,D003520,D002277
2299,7248895,D003520,D001749
2300,9578276,C020731,D018457
2301,9578276,C020731,D014839
2302,9578276,C020731,D006473
2303,9578276,C020731,D015746
2304,9578276,C020731,D006973
2305,9578276,C020731,D007022
2306,11423811,D003042,D002637
2307,12678199,D000638,D016171
2308,15696449,D008558,D058186
2309,17554526,D003042,D001925
2310,17721298,D016578,D003320
2311,18341442,C026098,D053609
2312,19681452,D003932,D020520
2313,19681452,D003042,D002545
2314,19681452,D000431,D002544
2315,19681452,D000431,D020521
2316,20009434,D008727,D058186
2317,20431083,D014859,D002543
2318,20595935,D018967,D006966
2319,35781,D003000,D002375
2320,35781,D005283,D002375
2321,35781,D009278,D002375
2322,35781,D003061,D002375
2323,35781,C009695,D002375
2324,35781,D009020,D002375
2325,48835,D011433,D006973
2326,89511,D004967,D006965
2327,146391,D010672,D003875
2328,146391,D010672,D008206
2329,146391,D010672,D012010
2330,256433,D014031,D053099
2331,256433,D002228,D053099
2332,448423,D015119,D013345
2333,448423,D015119,D007674
2334,448423,D015119,D013927
2335,448423,D015119,D020767
2336,448423,D015119,D006973
2337,573555,D011433,D005317
2338,611664,D011433,D006973
2339,612112,D005045,D009207
2340,612112,D005045,D010146
2341,689020,D005280,D014202
2342,689020,D012312,D014202
2343,733189,C000873,D015356
2344,816141,D002512,D000743
2345,851038,D007980,D007008
2346,891494,D010672,D001927
2347,895432,D007545,D009203
2348,931801,D000617,D058186
2349,931801,D007612,D058186
2350,946593,D008727,D010264
2351,978847,D002217,D013610
2352,978847,D002217,D006973
2353,978847,D003891,D006973
2354,1117341,D015119,D006943
2355,1158089,D013752,D005234
2356,1280054,D014750,D007049
2357,1280054,D014750,D001927
2358,1280707,D002045,D001145
2359,1280707,D004958,D001145
2360,1280707,D011374,D001145
2361,1289188,D003676,D051437
2362,1359137,D001971,D011618
2363,1359137,D014150,D000568
2364,1359137,D014150,D009839
2365,1359137,D014150,D006966
2366,1360900,D004976,D012640
2367,1361574,D007538,D012640
2368,1395192,D001971,D009203
2369,1420650,D008094,D020820
2370,1420650,D003024,D020820
2371,1423336,D007980,D007022
2372,1424076,D014750,D007177
2373,1449452,D004077,D001145
2374,1522360,D012293,D058186
2375,1522360,D012293,D006461
2376,1556529,D015215,D056486
2377,1563460,D014859,D020758
2378,1564030,D005473,D001714
2379,1615846,D015248,D009220
2380,1615846,D008148,D009220
2381,1655018,D000305,D010382
2382,1655018,D000728,D010382
2383,1655018,D000305,D006528
2384,1655018,D000728,D006528
2385,1735570,D014294,D007022
2386,1735570,D014294,D013610
2387,1756784,D010862,D001930
2388,1756784,D010862,D013226
2389,1756784,D010862,D001480
2390,1760851,D004317,D066126
2391,1779253,D002211,D010146
2392,1779253,D002211,D008413
2393,1837756,D005473,D010259
2394,1837756,D000639,D010259
2395,1858969,D004049,D004660
2396,1905439,D016595,D003693
2397,1943082,D019803,D015427
2398,2021990,D002927,D007022
2399,2083961,D012293,D058186
2400,2131034,D003561,D011115
2401,2131034,D008727,D011115
2402,2131034,D013852,D011115
2403,2131034,D003561,D020258
2404,2131034,D008727,D020258
2405,2131034,D013852,D020258
2406,2173761,D019806,D007022
2407,2173761,D020110,D013610
2408,2173761,D019806,D013610
2409,2173761,D020110,D007022
2410,2217015,D008528,D009503
2411,2217015,D008528,D051437
2412,2239937,D002119,D006934
2413,2320485,D008750,D000743
2414,2358093,D003613,D015430
2415,2358093,D003613,D009120
2416,2358093,D003613,D008599
2417,2383364,C048279,D010146
2418,2400986,D002066,D012640
2419,2429800,D014403,D007022
2420,2453942,D001556,D012640
2421,2484903,D011441,D008180
2422,2484903,D008713,D047508
2423,2484903,D011441,D056486
2424,2553470,D010862,D013226
2425,2553470,D008094,D013226
2426,2614930,D009543,D013610
2427,2614930,D009543,D001919
2428,2625524,D003042,D012640
2429,2625524,D000661,D012640
2430,2650911,D004054,D002292
2431,2710809,D001712,D001919
2432,2710809,D001712,D003680
2433,2710809,D001712,D004401
2434,2718706,D004737,D007022
2435,2718706,D007530,D007022
2436,2718706,D006221,D007022
2437,2718706,D007741,D007022
2438,2765447,D019793,D004830
2439,2767010,D010042,D017180
2440,2767010,D013327,D001145
2441,2818777,D010672,D017093
2442,2818777,D010672,D004342
2443,2884595,D010567,D001927
2444,2904523,D004837,D006973
2445,2907577,D005839,D058186
2446,2931989,D015474,D014786
2447,2931989,D015474,D003318
2448,2931989,D015474,D010211
2449,2931989,D015474,D003231
2450,2931989,D015474,D011559
2451,2931989,D015474,D014985
2452,2931989,D015474,D010787
2453,2933998,D017265,D014202
2454,2974281,D007545,D006332
2455,3074291,D013806,D014202
2456,3074291,D013806,D009325
2457,3074291,D013806,D014839
2458,3083835,D010406,D000707
2459,3084231,D014635,D003704
2460,3084231,D014635,D022124
2461,3088653,D012601,D000647
2462,3109094,D003520,D001745
2463,3125850,D013390,D005207
2464,3155884,D007545,D005355
2465,3155884,D013311,D003920
2466,3191389,D010653,D012640
2467,3191389,D012980,D012640
2468,3191389,D010862,D012640
2469,3191389,D010862,D013226
2470,3289726,D005047,D003221
2471,3289726,D005047,D012640
2472,3289726,D005047,D010211
2473,3297909,D013827,D056486
2474,3297909,D013827,D002779
2475,3323259,D002121,D000855
2476,3323259,D002121,D004244
2477,3323259,D002121,D004487
2478,3323259,D002121,D006261
2479,3323259,D002121,D009325
2480,3323259,D002121,D005483
2481,3323599,D011692,D005923
2482,3323599,D011692,D009404
2483,3323599,D011692,D007676
2484,3339945,D000628,D012640
2485,3375885,D008528,D007674
2486,3375885,D007213,D006947
2487,3375885,D009288,D006994
2488,3375885,D009288,D006947
2489,3375885,D007213,D006994
2490,3383127,D005472,D007022
2491,3383127,D005472,D018487
2492,3383127,D002945,D007022
2493,3383127,D002945,D018487
2494,3409843,D002220,D000741
2495,3423103,D003000,D007022
2496,3423103,D003000,D001919
2497,3439580,D007099,D006973
2498,3475563,D001507,D002180
2499,3475563,D001507,D006685
2500,3533179,D003520,D006333
2501,3538855,D000617,D007674
2502,3685052,D005481,D007035
2503,3708328,D010862,D012640
2504,3746148,D004176,D017202
2505,3798047,D008775,D001919
2506,3812624,D002220,D015835
2507,3831029,D010424,D006333
2508,3832950,D002998,D006970
2509,3832950,D002998,D001259
2510,3833372,D013999,D005221
2511,3833372,D013999,D004244
2512,3833372,D006852,D005221
2513,3833372,D006852,D004244
2514,3833372,D006852,D018908
2515,3833372,D013999,D018908
2516,3864191,D001241,D007674
2517,3895875,D008012,D007022
2518,3925479,D010862,D002375
2519,3925479,D006220,D002375
2520,3975902,C024986,D009202
2521,3975902,C024986,D006973
2522,3987172,D010665,D006973
2523,3990093,D011692,D011507
2524,4010471,D009538,D012640
2525,4082192,C026729,D007683
2526,4082192,D000082,D007683
2527,4082466,D009020,D012640
2528,4631913,D014750,D018805
2529,4631913,D014750,D007970
2530,4631913,D014750,D011552
2531,6106951,D005479,D012640
2532,6106951,D010433,D012640
2533,6299641,D007545,D013610
2534,6305660,D004966,D059373
2535,6305660,D017258,D059373
2536,6310832,D016572,D007239
2537,6310832,D001379,D007239
2538,6316193,D010852,D012640
2539,6321816,D003900,D006973
2540,6321816,D008094,D003919
2541,6453500,D004221,D056486
2542,6517710,D011796,D006332
2543,6517710,D011796,D003328
2544,6529939,D011433,D012848
2545,6529939,D011433,D001146
2546,6585590,D004317,D006876
2547,6585590,D004317,D001201
2548,6585590,D004317,D000419
2549,6615679,D013999,D007022
2550,6615679,D010862,D001919
2551,6615679,D010862,D007022
2552,6615679,D013999,D001919
2553,6627074,D013390,D001049
2554,6631522,D004317,D066126
2555,6673474,D014294,D007022
2556,6673474,D009599,D007022
2557,6687006,D003913,D006948
2558,6695685,D014700,D001145
2559,6806735,C034868,D000740
2560,6806735,C034868,D007674
2561,6806735,C034868,D005767
2562,6884395,D003276,D000784
2563,6893265,D011441,D006521
2564,6893265,D011441,D056486
2565,6985297,D015764,D001919
2566,6985498,D008733,D000141
2567,6985498,D008733,D056486
2568,7018927,D006220,D006966
2569,7121659,D012293,D006461
2570,7121659,D012293,D013921
2571,7121659,D012293,D007683
2572,7147232,D009599,D007022
2573,7147232,D000255,D007022
2574,7173007,C006753,D015746
2575,7173007,C025504,D004244
2576,7173007,C025504,D009325
2577,7176945,D013390,D005207
2578,7176945,D013390,D010146
2579,7315949,D009638,D013035
2580,7369302,D011803,D015845
2581,7369302,D011803,D000550
2582,7369302,D011803,D001766
2583,7378868,D013390,D014313
2584,7378868,D013390,D001049
2585,7378868,D013390,D063806
2586,7411769,D007213,D006947
2587,7411769,D007213,D051437
2588,7457821,D005045,D009325
2589,7457821,D005045,D014839
2590,7457821,D005045,D010146
2591,7457821,D005045,D012140
2592,7457821,D005045,D011605
2593,7477981,D001058,D004409
2594,7477981,D005473,D004409
2595,7479194,D014295,D008107
2596,7479194,D015662,D008107
2597,7479194,D002506,D008107
2598,7479194,D002506,D013262
2599,7479194,D015662,D013262
2600,7492040,D003042,D009203
2601,7644931,D017239,D012678
2602,7644931,D017239,D006402
2603,7644931,D017239,D018771
2604,7661171,D007213,D007674
2605,7671401,D000806,D000799
2606,7727612,D008140,D009207
2607,7739955,D002220,D004802
2608,7739955,D002220,D009205
2609,7931490,D002945,D014839
2610,7931490,D017829,D006261
2611,7931490,D002945,D009325
2612,7949506,D014700,D007022
2613,7949506,D014700,D054537
2614,7949506,D003000,D054537
2615,7949506,D003000,D007022
2616,7967231,D010852,D012640
2617,7967231,D010433,D012640
2618,7967231,D001534,D012640
2619,8096565,D018170,D009203
2620,8135424,D003975,D012640
2621,8135424,D005442,D012640
2622,8135424,D003042,D012640
2623,8160791,D005839,D007674
2624,8184922,D007545,D006332
2625,8188982,D010656,D006973
2626,8188982,D009599,D007022
2627,8188982,D001127,D006973
2628,8308951,D014859,D002543
2629,8312343,D004317,D009202
2630,8312983,D005473,D006948
2631,8312983,D005473,D003693
2632,8318674,D003561,D003967
2633,8318674,D003561,D005334
2634,8318674,D003561,D011654
2635,8318674,D003561,D058186
2636,8318674,D003561,D015430
2637,8318674,D003561,D012769
2638,8318674,D003561,D007964
2639,8318674,D003561,D000138
2640,8392553,D004837,D009202
2641,8511251,D003042,D017202
2642,8511251,D003042,D003329
2643,8603459,D004317,D066126
2644,8659767,D004837,D017180
2645,8667442,D002117,D051437
2646,8667442,D013392,D010437
2647,8667442,D002118,D000471
2648,8667442,D000468,D051437
2649,8667442,D000468,D000471
2650,8667442,D002119,D000471
2651,8667442,D009853,D010437
2652,8667442,D002117,D006934
2653,8667442,D000468,D006934
2654,8667442,D002117,D000471
2655,8667442,D002118,D006934
2656,8667442,D002119,D006934
2657,8667442,D002119,D051437
2658,8667442,D002118,D051437
2659,8748050,D000639,D001927
2660,8755612,D004054,D010911
2661,8808730,D003520,D003556
2662,8819482,D007545,D017202
2663,8825380,D011692,D007674
2664,8829135,D012601,D007859
2665,8829135,D001058,D000647
2666,8957205,D002245,D006935
2667,8985298,D006514,D006509
2668,8996419,D003276,D054556
2669,9061777,D010862,D009410
2670,9061777,D010862,D013226
2671,9061777,D010862,D012640
2672,9061777,D016291,D012640
2673,9071336,D002955,D009503
2674,9071336,D017239,D009503
2675,9071336,D005472,D009503
2676,9125676,D013015,D016171
2677,9128918,D006220,D006966
2678,9132810,D008727,D003711
2679,9132810,D008727,D056784
2680,9132810,D008727,D009336
2681,9158667,D014212,D013927
2682,9158667,D014212,D058186
2683,9197951,D004053,D001714
2684,9272404,D007052,D010146
2685,9323412,D017294,D003865
2686,9382023,D004280,D006973
2687,9428298,D000420,D001145
2688,9538487,D008094,D011141
2689,9538487,D008094,D018500
2690,9538487,D008094,D006944
2691,9570197,D003042,D018487
2692,9646784,D006493,D000505
2693,9646784,D006493,D010024
2694,9646784,D006493,D013923
2695,9646784,D006493,D013921
2696,9646784,D006493,D004342
2697,9646784,D006493,D004802
2698,9646784,D006493,D012871
2699,9725303,D019469,D014514
2700,9759693,D018170,D017091
2701,9782254,D007980,D004409
2702,9831002,D008774,D009459
2703,9869655,D004997,D002780
2704,9881641,D000109,D007022
2705,9881641,D019806,D007022
2706,9881641,C040442,D007022
2707,9889429,D016572,D005885
2708,9889429,D016572,D006973
2709,9889429,D009543,D005885
2710,10087562,D004280,D016171
2711,10219427,D003287,D010146
2712,10219427,D003287,D003875
2713,10219427,D003287,D004417
2714,10219427,D003287,D014474
2715,10327032,D005472,D022124
2716,10327032,D005472,D001927
2717,10390729,D009020,D006948
2718,10401555,D012601,D008569
2719,10401555,D012601,D007859
2720,10427794,C065757,D004342
2721,10427794,C065757,D056486
2722,10462057,D017330,D000741
2723,10462057,D001554,D000741
2724,10510854,D006220,D002375
2725,10672628,D006220,D002375
2726,10677406,D004280,D018487
2727,10677406,D004280,D017682
2728,10713017,D005277,D006976
2729,10726030,D006493,D012871
2730,10726030,D006493,D004342
2731,10726030,D006493,D013921
2732,10726030,D006493,D006947
2733,10726030,D006493,D010024
2734,10726030,D006493,D011317
2735,10726030,D006493,D006994
2736,10726030,D006493,D004802
2737,10726030,D006493,D000505
2738,10764869,D016559,D009901
2739,10770468,D008094,D006934
2740,10933650,C059765,D007683
2741,10939760,D013411,D007669
2742,10939760,D013411,D058186
2743,10960401,D009020,D004244
2744,10960401,D009020,D009759
2745,10975596,D007545,D013610
2746,10985896,D004317,D013280
2747,10985896,D004317,D003967
2748,10985896,D004317,D060831
2749,10986547,C076029,D006970
2750,10986547,C076029,D015430
2751,11026989,D014331,D015878
2752,11105626,D015474,D004310
2753,11105626,D015474,D065817
2754,11105626,D015474,C535670
2755,11135381,D008729,D006973
2756,11135381,D008729,D006261
2757,11176729,D017706,D007674
2758,11176729,D017706,D006947
2759,11176729,D017706,D007022
2760,11229942,D000431,D017180
2761,11229942,D003042,D017180
2762,11229942,C066444,D002303
2763,11299446,C027429,D010302
2764,11366874,D019888,D001919
2765,11380496,D011441,D005334
2766,11380496,D011441,D018771
2767,11380496,D011441,D019226
2768,11385188,D003042,D003324
2769,11385188,D003042,D009202
2770,11395263,D007545,D009203
2771,11401944,D013015,D008133
2772,11401944,D013015,D016171
2773,11425091,D003042,D003560
2774,11425091,D003042,D001927
2775,11425091,D003042,D007235
2776,11439380,D013792,D010523
2777,11474137,D007612,D034381
2778,11708428,D011241,D001008
2779,11745287,D004317,D009503
2780,11745287,D004317,D003248
2781,11745287,D016190,D009503
2782,11745287,D016190,D013921
2783,11745287,D004317,D052016
2784,11745287,D016190,D014839
2785,11745287,D004317,D015431
2786,11745287,D016190,D005221
2787,11745287,D004317,D012871
2788,11745287,D004317,D000740
2789,11745287,D004317,D009325
2790,11745287,D016190,D012871
2791,11745287,D016190,D003248
2792,11745287,D004317,D005221
2793,11745287,D016190,D009325
2794,11745287,D004317,D014839
2795,11745287,D016190,D052016
2796,11745287,D016190,D015431
2797,11745287,D004317,D013921
2798,11745287,D016190,D000740
2799,11799346,D002939,D001714
2800,11799346,D015662,D001714
2801,11799346,D008795,D001714
2802,11799346,D007538,D001714
2803,11799346,D015242,D001714
2804,11799346,D000658,D001714
2805,11799346,D017291,D001714
2806,11799346,D004917,D001714
2807,11835460,D007980,D015835
2808,11915580,D005996,D006261
2809,11936424,D011692,D011507
2810,11936424,D011692,D009401
2811,11988250,D007052,D006976
2812,11988250,D007052,D000860
2813,12051122,D014750,D007177
2814,12051122,D014750,D007010
2815,12059909,D003520,D006470
2816,12059909,D003520,D003556
2817,12119460,D002955,D014839
2818,12119460,D002955,D013921
2819,12119460,D016685,D003967
2820,12119460,D002955,D013280
2821,12119460,D016685,D013921
2822,12119460,D005472,D014839
2823,12119460,D016685,D007970
2824,12119460,D016685,D006463
2825,12119460,D005472,D003967
2826,12119460,D002955,D003967
2827,12119460,D005472,D006463
2828,12119460,D005472,D013280
2829,12119460,D005472,D007970
2830,12119460,D005472,D013921
2831,12119460,D002955,D007970
2832,12119460,D016685,D014839
2833,12119460,D016685,D013280
2834,12119460,D002955,D006463
2835,12119460,D005472,D060831
2836,12119460,D002955,D060831
2837,12119460,D016685,D060831
2838,12165618,D019469,D007674
2839,12165618,D019469,D006417
2840,12359538,D003042,D009203
2841,12372954,D009530,D004802
2842,12372954,D009530,D051437
2843,12372954,D009530,D009395
2844,12372954,D009530,D005334
2845,12372954,D009530,D018771
2846,12452552,D018967,D009459
2847,12452552,D008728,D009459
2848,12487093,D004837,D006973
2849,12498738,D004317,D009202
2850,12523489,D000661,D004409
2851,12523489,D003042,D004409
2852,12523489,C057837,D004409
2853,12535818,D000638,D001919
2854,12559315,D007213,D008415
2855,12559315,D007213,D018856
2856,12644816,D013792,D004244
2857,12644816,D013792,D003248
2858,12644816,D013792,D005076
2859,12644816,D013792,D006970
2860,12644816,D013792,D010523
2861,12677626,C476513,D004830
2862,12699527,D013390,D013035
2863,12752472,D010862,D004827
2864,12828076,D000082,D017114
2865,12865514,D007980,D004409
2866,12912689,D016190,D015835
2867,12912689,D016190,D005355
2868,12948256,D004977,D009901
2869,12950111,D006024,D006261
2870,12950111,D006024,D010612
